Operator Name,Location Name,Address Name,Address Street,Address Town,Address County,Address Postcode 1,Address Postcode 2,Incumbent Duty Type Text,Previous Name,LA Code,Local Authority,Country
Univar Solutions UK Limited,Nuneaton,Bermuda Industrial Estate,                              ,Nuneaton                    ,Warwickshire                  ,CV10,7HR,COMAH Lower Tier Operator, (was Univar Limited),3710,Nuneaton,England
Univar Solutions UK Limited,South Kirkby,Langthwaite Grange I E,Lidgate Crescent              ,Pontefract,West Yorkshire                ,WF9 ,3NR,COMAH Lower Tier Operator, (was Univar Limited),4725,Wakefield,England
Univar Solutions UK Limited,Wellingborough,Finedon Road Industrial Estate,Links Road,Wellingborough               ,Northamptonshire              ,NN8 ,4EY,COMAH Lower Tier Operator, (was Univar Limited),2835,Wellingborough,England
UPL Europe Limited,Sandbach Site ,Rookery Bridge,Hall Lane                     ,Sandbach,Cheshire                      ,CW11,3QQ,COMAH Lower Tier Operator, (was United Phosphorus Limited),0670,Cheshire East UA,England
Urban and Civic Alconbury Limited,Alconbury - The Old Bomb Dump,Alconbury Airfield,,Huntingdon,Cambridgeshire,PE28,4WX,COMAH Lower Tier Operator,,0520,Huntingdon,England
Valspar (UK) Corporation Limited (The),Deeside,Deeside Industrial Park,Parkway,Deeside,Flintshire,CH5,2NN,COMAH Lower Tier Operator,,6835,Flintshire UA,Wales
Venator Pigments UK Limited,Birtley,Mary Avenue,Birtley,Chester le Street,County Durham,DH3 ,1QX,COMAH Lower Tier Operator,(was Huntsman Pigments and Additives UK Limited (was Huntsman Pigments (UK) Ltd (was Rockwood Pigments (UK) Limited)),4505,Gateshead,England
Venator Pigments UK Limited,Kidsgrove,Liverpool Road East,Kidsgrove,Stoke-on-Trent,Staffordshire,ST7,3AA,COMAH Lower Tier Operator, (was Huntsman Pigments (UK) Ltd (was Rockwood Pigments (UK) Limited)),3420,Newcastle-under-Lyme,England
Veolia ES (UK) Limited,Liverpool - Garston,,King Street                   ,Liverpool,Merseyside                    ,L19 ,8EG,COMAH Lower Tier Operator, (was Albion Chemicals Ltd),4310,Liverpool,England
Veolia ES (UK) Limited,Stewartby,Green Lane,Stewartby,Bedford,Bedfordshire,MK43,9LY,COMAH Lower Tier Operator,,0205,Bedford Unitary Authority,England
Veolia ES (UK) Limited,Walsall Empire Works,Empire Works,Stubbers Green Road           ,Walsall,West Midlands                 ,WS9 ,8BL,COMAH Lower Tier Operator,,4630,Walsall,England
Victrex Manufacturing Limited,Thornton Cleveleys,Hillhouse International,,Thornton Cleveleys,Lancashire,FY5,4QD,COMAH Lower Tier Operator,,2370,Wyre,England
Vita Cellular Foams (UK) Limited,Accrington,Broad Oak Works,Broad Oak Lane,Accrington,Lancashire,BB5,2BS,COMAH Lower Tier Operator,,2330,Hyndburn,England
VPI Immingham LLP,Immingham CHP LLP,Rosper Road,Immingham,Grimsby,North East Lincolnshire,DN40,3DZ,COMAH Lower Tier Operator, (was Immingham CHP LLP (Phillips 66 Limited) ConocoPhillips Power Operations Ltd),2003,North Lincolnshire,England
VWR International Limited,Lutterworth,Magna Park,Hunter Boulevard              ,Lutterworth                   ,Leicestershire                ,LE17,4XN,COMAH Lower Tier Operator,,2415,Harborough,England
W H Bowker Limited,Bamber Bridge,Havelock House,Holme Road,Preston,Lancashire,PR5 ,6BP,COMAH Lower Tier Operator,,2360,South Ribble,England
W. H. Malcolm Limited,Hurlford,Barleith Works,Mauchline Road,Kilmarnock,Ayrshire,KA1,5JL,COMAH Lower Tier Operator, (was Diageo Scotland Ltd),9060,East Ayrshire UA,Scotland
W. H. Malcolm Limited,Grangemouth - Tillyflats,Tillyflats,Laurieston Road,Grangemouth,Stirlingshire,FK3,8XT,COMAH Lower Tier Operator,,9065,Falkirk UA,Scotland
W. H. Malcolm Limited,Grangemouth - West Mains,DC1,West Mains Industrial Estate,Grangemouth,Stirlingshire,FK3,8YE,COMAH Lower Tier Operator,,9065,Falkirk UA,Scotland
W. H. Malcolm Limited,Glenrothes Depot,,Ashley Road,Glenrothes,Fife,KY6,2SE,COMAH Lower Tier Operator,,9066,Fife UA,Scotland
Wales and West Utilities Limited,Arle Avenue Holder Station,Brada House,Arle Avenue                   ,Cheltenham,Gloucestershire               ,GL51,7JN,COMAH Lower Tier Operator,,1605,Cheltenham,England
Wales and West Utilities Limited,Glenfrome House Storage Site,Glenfrome House,Eastgate Road                 ,Bristol                       ,City of Bristol              ,BS5,5NP,COMAH Lower Tier Operator,,0116,Bristol UA,England
Wales and West Utilities Limited,Weston Super Mare Holder Station,,Drove Road                    ,Weston Super Mare,Somerset,BS23,3NG,COMAH Lower Tier Operator,,0121,North Somerset,England
Wavin UK (Holdings) Limited,Sheffield,Hazlehead,Crow Edge,Sheffield,South Yorkshire,S36 ,4HG,COMAH Lower Tier Operator,,4420,Sheffield,England
Welsh Water / Dwr Cymru,Felindre Water Treatment Works,,,Felindre,Swansea,SA5,7NP,COMAH Lower Tier Operator,,6855,Swansea UA,Wales
West Wales Gas Limited,Llandysul,,Lewis Street                  ,Llandysul,Dyfed                         ,SA44,4AL,COMAH Lower Tier Operator,,6825,Carmarthenshire UA,Wales
Whyte and MacKay Limited,Dalmore Distillery,,,Alness,Rosshire,IV17,0UT,COMAH Lower Tier Operator,,9068,Highland UA,Scotland
Whyte and MacKay Limited,Fettercairn Distillery,,,Laurencekirk,Kincardineshire,AB30,1YE,COMAH Lower Tier Operator,,9052,Aberdeenshire UA,Scotland
Whyte and MacKay Limited,Jura Distillery,,,Craighouse,Isle of Jura,PA6,7XT,COMAH Lower Tier Operator,,9054,Argyll & Bute UA,Scotland
Whyte and MacKay Limited,Tamnavulin Distillery,,,Ballindalloch,Banffshire,AB37,9JA,COMAH Lower Tier Operator,,9071,Moray UA,Scotland
William Grant & Sons Distillers Limited,The Customer Service Centre,,Phoenix Crescent,Bellshill,Lanarkshire,ML4 ,3AN,COMAH Lower Tier Operator,,9073,North Lanarkshire UA,Scotland
Wincanton Plc,B&Q Distribution Centre,G-Park,Highworth Road,Swindon,Wiltshire,SN3,4QS,COMAH Lower Tier Operator, (was DHL Exel Supply Chain Limited),3935,Swindon UA,England
Witton Chemical Company Limited,Bury St Edmunds,Units 29 & 40 James Carter Industrial Estate,Hampstead Avenue              ,Bury St Edmunds,Suffolk                       ,IP28,7AT,COMAH Lower Tier Operator,,3510,Forest Heath,England
Workfield Limited (t/a Cheshire Bottled Gas),Stalybridge,Staybright Works,Peel Street                   ,Stalybridge         ,Cheshire                      ,SK15,1PT,COMAH Lower Tier Operator,,4240,Tameside,England
World Fuel Services Aviation Limited,Birmingham Airport Joint Airport Storage,Fuel Farm,Birmingham Airport,Solihull,West Midlands                 ,B26 ,3QY,COMAH Lower Tier Operator, (was Redline Fuel Services Limited (was Esso Petroleum Company Ltd)),4625,Solihull,England
XPO Supply Chain UK Limited,"Bromford Gate, Birmingham",Bromford Gate,Bromford Lane,"Erdington, Birmingham",West Midlands,B24,8DW,COMAH Lower Tier Operator, (was Norbert Dentressangle Logistics Limited (was TDG European Chemicals),4605,Birmingham,England
XPO Supply Chain UK Limited,Goole,,Rawcliffe Road,Goole,East Riding of Yorkshire      ,DN14,6XL,COMAH Lower Tier Operator, (was Norbert Dentressangle Logistics Limited (was TDG (UK) Limited),2001,East Riding,England
XPO Supply Chain UK Limited,Stowmarket,,Needham Road,Stowmarket,Suffolk,IP14,2QU,COMAH Lower Tier Operator, (was Norbert Dentressangle Logistics Limited (was TDG (UK) Limited),3520,Mid Suffolk,England
YARA UK Limited,Avonmouth,St Andrews Road,Avonmouth,Bristol,South Gloucestershire,BS11,9HW,COMAH Lower Tier Operator,,0116,Bristol UA,England
